Remote,country,country_raw,FCS,FCS_group,LCS_Cat,LCS_crisem,FES,FES_band,Income4,HHSize,HHH_Sex,HHH_Age,HHH_Education,asset_index,earners
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.8185984492301941,Severely Food Insecure,Moderately Food Insecure,5,1,36,2,1,2
F2F,Acceptable,3,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.8322140574455261,Severely Food Insecure,Marginally Food Secure,7,1,60,NA,4,1
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.1765146404504776,Food Secure,Severely Food Insecure,13,1,41,NA,NA,1
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.375336229801178,Food Secure,Moderately Food Insecure,7,1,60,NA,3,1
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.557522177696228,Marginally Food Secure,Moderately Food Insecure,10,1,45,NA,2,1
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.807005763053894,Severely Food Insecure,Moderately Food Insecure,6,0,49,NA,2,1
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6778242588043213,Moderately Food Insecure,Moderately Food Insecure,4,1,26,NA,NA,2
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.5680224895477295,Marginally Food Secure,Moderately Food Insecure,6,1,38,NA,3,2
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.8052226305007935,Severely Food Insecure,Moderately Food Insecure,9,1,42,NA,3,2
F2F,Poor,1,7,Severely Food Insecure,Crisis coping strategies,FALSE,0.6168934106826782,Marginally Food Secure,Moderately Food Insecure,7,0,45,NA,1,1
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.6837607026100159,Moderately Food Insecure,Severely Food Insecure,2,1,38,NA,3,2
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.5507060289382935,Marginally Food Secure,Moderately Food Insecure,6,0,83,NA,1,0
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.5851292610168457,Marginally Food Secure,Moderately Food Insecure,7,1,26,2,2,2
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.19522777199745178,Food Secure,Moderately Food Insecure,5,1,33,NA,3,3
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.7203126549720764,Moderately Food Insecure,Moderately Food Insecure,6,1,64,1,2,3
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.32420751452445984,Food Secure,Moderately Food Insecure,7,1,52,NA,NA,3
F2F,Borderline,2,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.8613108396530151,Severely Food Insecure,Severely Food Insecure,2,1,71,NA,1,2
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.5975359678268433,Marginally Food Secure,Moderately Food Insecure,6,0,19,NA,1,2
F2F,Acceptable,3,5,Moderately Food Insecure,Emergencies coping strategies,FALSE,0.7183513045310974,Moderately Food Insecure,Moderately Food Insecure,11,1,28,0,2,3
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.7373660206794739,Moderately Food Insecure,Moderately Food Insecure,5,1,49,0,2,7
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.3565768599510193,Food Secure,Severely Food Insecure,5,1,60,NA,3,1
F2F,Acceptable,3,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.7689382433891296,Severely Food Insecure,Marginally Food Secure,4,1,49,NA,3,2
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6860158443450928,Moderately Food Insecure,Moderately Food Insecure,4,1,55,NA,NA,5
F2F,Borderline,2,7,Moderately Food Insecure,Stress coping strategies,FALSE,0.7619708180427551,Severely Food Insecure,Marginally Food Secure,7,1,61,NA,4,4
F2F,Acceptable,3,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.800765335559845,Severely Food Insecure,Marginally Food Secure,5,1,44,0,4,2
F2F,Acceptable,3,7,Food Secure,Not adopting coping strategies,FALSE,0.8325991630554199,Severely Food Insecure,Food Secure,4,1,31,NA,2,2
F2F,Borderline,2,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.9587446451187134,Severely Food Insecure,Severely Food Insecure,5,1,27,NA,4,2
F2F,Borderline,2,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.7651383280754089,Severely Food Insecure,Severely Food Insecure,3,1,32,1,3,3
F2F,Borderline,2,4,Moderately Food Insecure,Stress coping strategies,FALSE,0.706660807132721,Moderately Food Insecure,Moderately Food Insecure,5,0,71,NA,2,2
F2F,Acceptable,3,5,Moderately Food Insecure,Emergencies coping strategies,FALSE,0.6133320331573486,Marginally Food Secure,Moderately Food Insecure,3,1,27,1,3,2
F2F,Acceptable,3,5,Marginally Food Secure,Emergencies coping strategies,FALSE,0.8599964380264282,Severely Food Insecure,Moderately Food Insecure,6,1,36,NA,3,3
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.5246284008026123,Marginally Food Secure,Moderately Food Insecure,11,1,33,NA,NA,2
F2F,Borderline,2,3,Severely Food Insecure,Stress coping strategies,FALSE,0.8127468228340149,Severely Food Insecure,Moderately Food Insecure,7,1,56,1,4,4
F2F,Poor,1,5,Severely Food Insecure,Stress coping strategies,FALSE,0.9399287700653076,Severely Food Insecure,Moderately Food Insecure,3,1,58,NA,1,2
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.9056734442710876,Severely Food Insecure,Severely Food Insecure,7,1,36,1,2,2
F2F,Borderline,2,5,Moderately Food Insecure,Emergencies coping strategies,FALSE,0.6713253855705261,Moderately Food Insecure,Moderately Food Insecure,2,1,47,0,4,4
F2F,Poor,1,6,Severely Food Insecure,Stress coping strategies,FALSE,0.5293207168579102,Marginally Food Secure,Moderately Food Insecure,9,1,50,NA,4,4
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.8021999001502991,Severely Food Insecure,Moderately Food Insecure,3,1,40,NA,2,4
F2F,Poor,1,5,Severely Food Insecure,Stress coping strategies,FALSE,0.8739883899688721,Severely Food Insecure,Moderately Food Insecure,2,1,37,0,2,2
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.7482784986495972,Moderately Food Insecure,Moderately Food Insecure,6,1,23,2,3,3
F2F,Borderline,2,7,Moderately Food Insecure,Emergencies coping strategies,FALSE,0.7924003601074219,Severely Food Insecure,Moderately Food Insecure,4,0,69,NA,1,0
F2F,Acceptable,3,5,Moderately Food Insecure,Emergencies coping strategies,FALSE,0.8104913234710693,Severely Food Insecure,Moderately Food Insecure,7,1,82,NA,3,1
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.6857615113258362,Moderately Food Insecure,Moderately Food Insecure,16,1,51,NA,NA,3
F2F,Borderline,2,4,Moderately Food Insecure,Emergencies coping strategies,FALSE,0.5898226499557495,Marginally Food Secure,Moderately Food Insecure,2,1,61,0,3,7
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.6124668717384338,Marginally Food Secure,Moderately Food Insecure,3,1,25,1,3,2
F2F,Borderline,2,4,Severely Food Insecure,Stress coping strategies,FALSE,0.7029696702957153,Moderately Food Insecure,Moderately Food Insecure,6,0,58,NA,1,1
F2F,Acceptable,3,5,Food Secure,Stress coping strategies,FALSE,0.4897494316101074,Food Secure,Food Secure,5,1,35,2,4,2
F2F,Poor,1,6,Severely Food Insecure,Not adopting coping strategies,FALSE,0.5966101884841919,Marginally Food Secure,Moderately Food Insecure,5,1,27,1,NA,2
F2F,Poor,1,6,Severely Food Insecure,Not adopting coping strategies,FALSE,0.8011519908905029,Severely Food Insecure,Moderately Food Insecure,3,1,32,NA,NA,2
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.19672131538391113,Food Secure,Moderately Food Insecure,7,1,40,NA,3,2
F2F,Acceptable,3,6,Food Secure,Not adopting coping strategies,FALSE,0.6126539707183838,Marginally Food Secure,Food Secure,20,1,30,1,NA,3
F2F,Acceptable,3,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.6191369295120239,Marginally Food Secure,Marginally Food Secure,3,1,32,3,2,2
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.8781351447105408,Severely Food Insecure,Severely Food Insecure,4,1,55,NA,4,4
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.8877928853034973,Severely Food Insecure,Moderately Food Insecure,3,1,45,NA,2,2
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.5817825794219971,Marginally Food Secure,Moderately Food Insecure,3,1,38,NA,NA,2
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.8728804588317871,Severely Food Insecure,Moderately Food Insecure,9,1,74,NA,2,6
F2F,Poor,1,7,Severely Food Insecure,Crisis coping strategies,FALSE,0.9427464604377747,Severely Food Insecure,Moderately Food Insecure,1,NA,NA,NA,4,3
F2F,Borderline,2,7,Moderately Food Insecure,Emergencies coping strategies,FALSE,0.8585920929908752,Severely Food Insecure,Moderately Food Insecure,5,1,49,NA,4,2
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.4492254853248596,Food Secure,Severely Food Insecure,15,1,45,NA,NA,3
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.5825870037078857,Marginally Food Secure,Moderately Food Insecure,8,1,52,0,4,3
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.90541011095047,Severely Food Insecure,Moderately Food Insecure,3,1,48,NA,4,2
F2F,Borderline,2,6,Severely Food Insecure,Stress coping strategies,FALSE,0.6954936385154724,Moderately Food Insecure,Moderately Food Insecure,12,1,30,NA,4,2
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.6017749905586243,Marginally Food Secure,Moderately Food Insecure,6,1,48,NA,3,3
F2F,Borderline,2,6,Severely Food Insecure,Not adopting coping strategies,FALSE,0.682758629322052,Moderately Food Insecure,Moderately Food Insecure,3,1,30,2,NA,2
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6553168892860413,Moderately Food Insecure,Moderately Food Insecure,7,1,41,NA,NA,3
F2F,Borderline,2,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.13108916580677032,Food Secure,Marginally Food Secure,6,1,38,NA,1,2
F2F,Borderline,2,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.7488694787025452,Moderately Food Insecure,Marginally Food Secure,8,1,39,NA,3,3
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.5364238023757935,Marginally Food Secure,Moderately Food Insecure,2,1,36,NA,NA,2
F2F,Acceptable,3,7,Food Secure,Not adopting coping strategies,FALSE,0.7461139559745789,Moderately Food Insecure,Food Secure,5,1,29,2,4,2
F2F,Borderline,2,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.5075477361679077,Marginally Food Secure,Marginally Food Secure,9,1,33,NA,3,2
F2F,Poor,1,6,Severely Food Insecure,Emergencies coping strategies,FALSE,0.7028515934944153,Moderately Food Insecure,Moderately Food Insecure,5,1,58,NA,2,4
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.8250812292098999,Severely Food Insecure,Moderately Food Insecure,10,1,85,NA,2,4
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.7833655476570129,Severely Food Insecure,Moderately Food Insecure,4,0,47,NA,1,1
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.8271604776382446,Severely Food Insecure,Moderately Food Insecure,9,1,59,NA,3,3
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.7246111631393433,Moderately Food Insecure,Moderately Food Insecure,11,1,30,2,2,2
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.9128996133804321,Severely Food Insecure,Moderately Food Insecure,5,1,75,NA,2,4
F2F,Borderline,2,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.6480447053909302,Marginally Food Secure,Marginally Food Secure,3,1,43,NA,4,4
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.7021072506904602,Moderately Food Insecure,Moderately Food Insecure,3,1,34,NA,4,3
F2F,Acceptable,3,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.5527172684669495,Marginally Food Secure,Marginally Food Secure,7,1,38,NA,4,2
F2F,Borderline,2,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.6932271122932434,Moderately Food Insecure,Severely Food Insecure,10,1,45,NA,1,2
F2F,Acceptable,3,7,Food Secure,Not adopting coping strategies,FALSE,0.7777350544929504,Severely Food Insecure,Food Secure,9,1,54,0,4,7
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.26639997959136963,Food Secure,Moderately Food Insecure,10,1,36,NA,3,5
F2F,Borderline,2,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.9008498787879944,Severely Food Insecure,Moderately Food Insecure,10,0,51,NA,1,2
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6704111099243164,Moderately Food Insecure,Moderately Food Insecure,2,1,29,NA,2,3
F2F,Acceptable,3,6,Moderately Food Insecure,Emergencies coping strategies,FALSE,0.49177467823028564,Food Secure,Moderately Food Insecure,9,1,47,NA,3,2
F2F,Poor,1,6,Severely Food Insecure,Stress coping strategies,FALSE,0.8617243766784668,Severely Food Insecure,Moderately Food Insecure,7,0,51,NA,1,1
F2F,Acceptable,3,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.5707685947418213,Marginally Food Secure,Marginally Food Secure,3,1,24,3,3,2
F2F,Acceptable,3,7,Food Secure,Not adopting coping strategies,FALSE,0.8394779562950134,Severely Food Insecure,Food Secure,4,1,24,0,4,5
F2F,Acceptable,3,7,Food Secure,Not adopting coping strategies,FALSE,0.8850486874580383,Severely Food Insecure,Food Secure,3,1,25,NA,1,2
F2F,Poor,1,4,Severely Food Insecure,Emergencies coping strategies,FALSE,0.5710886120796204,Marginally Food Secure,Moderately Food Insecure,4,1,37,NA,4,2
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.7863828539848328,Severely Food Insecure,Moderately Food Insecure,14,1,47,0,3,4
F2F,Borderline,2,7,Moderately Food Insecure,Stress coping strategies,FALSE,0.5697640180587769,Marginally Food Secure,Marginally Food Secure,5,1,43,1,4,3
F2F,Borderline,2,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.6591618061065674,Moderately Food Insecure,Marginally Food Secure,7,1,20,NA,3,1
F2F,Borderline,2,7,Moderately Food Insecure,Stress coping strategies,FALSE,0.6938827037811279,Moderately Food Insecure,Marginally Food Secure,4,1,29,NA,3,2
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.5074021220207214,Marginally Food Secure,Moderately Food Insecure,6,1,43,NA,3,3
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.7102199196815491,Moderately Food Insecure,Moderately Food Insecure,6,1,40,0,3,4
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.7439852356910706,Moderately Food Insecure,Moderately Food Insecure,16,1,20,2,2,1
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.650628387928009,Moderately Food Insecure,Moderately Food Insecure,11,1,36,0,4,3
F2F,Acceptable,3,5,Moderately Food Insecure,Stress coping strategies,FALSE,0.8115471601486206,Severely Food Insecure,Marginally Food Secure,16,1,23,1,2,1
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.7020049691200256,Moderately Food Insecure,Moderately Food Insecure,3,1,42,NA,3,4
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.5537928938865662,Marginally Food Secure,Moderately Food Insecure,12,1,53,NA,4,6
F2F,Poor,1,4,Severely Food Insecure,Stress coping strategies,FALSE,0.8501434922218323,Severely Food Insecure,Moderately Food Insecure,12,1,35,1,2,2
F2F,Acceptable,3,7,Marginally Food Secure,Stress coping strategies,FALSE,0.6545454859733582,Moderately Food Insecure,Marginally Food Secure,4,1,37,NA,4,2
F2F,Acceptable,3,7,Moderately Food Insecure,Crisis coping strategies,FALSE,0.6109673380851746,Marginally Food Secure,Moderately Food Insecure,3,1,40,NA,4,2
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.8615934252738953,Severely Food Insecure,Moderately Food Insecure,3,1,34,NA,3,3
F2F,Borderline,2,4,Severely Food Insecure,Emergencies coping strategies,FALSE,0.839990496635437,Severely Food Insecure,Moderately Food Insecure,6,1,37,NA,4,5
F2F,Poor,1,3,Severely Food Insecure,Crisis coping strategies,FALSE,0.5327327847480774,Marginally Food Secure,Moderately Food Insecure,6,1,70,NA,2,3
F2F,Acceptable,3,7,Moderately Food Insecure,Stress coping strategies,FALSE,0.5102072954177856,Marginally Food Secure,Moderately Food Insecure,3,1,48,NA,4,5
F2F,Poor,1,7,Severely Food Insecure,Crisis coping strategies,FALSE,0.6236141920089722,Marginally Food Secure,Moderately Food Insecure,3,1,54,NA,4,5
F2F,Borderline,2,5,Severely Food Insecure,Not adopting coping strategies,FALSE,0.7549423575401306,Severely Food Insecure,Moderately Food Insecure,5,1,59,NA,4,5
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6566038131713867,Moderately Food Insecure,Moderately Food Insecure,6,0,42,NA,2,4
F2F,Borderline,2,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.7484143972396851,Moderately Food Insecure,Moderately Food Insecure,7,0,69,NA,1,0
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6137281060218811,Marginally Food Secure,Moderately Food Insecure,7,0,45,NA,1,1
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.539082407951355,Marginally Food Secure,Moderately Food Insecure,7,1,52,1,3,3
F2F,Borderline,2,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.764358401298523,Severely Food Insecure,Moderately Food Insecure,2,1,54,NA,3,4
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.403778076171875,Food Secure,Moderately Food Insecure,15,1,32,3,4,3
F2F,Acceptable,3,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.5614179372787476,Marginally Food Secure,Marginally Food Secure,13,1,59,NA,4,5
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.49633780121803284,Food Secure,Moderately Food Insecure,13,1,34,2,3,3
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.17842981219291687,Food Secure,Moderately Food Insecure,3,1,73,NA,1,2
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6164383292198181,Marginally Food Secure,Moderately Food Insecure,5,1,63,NA,1,2
F2F,Acceptable,3,5,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.652838945388794,Moderately Food Insecure,Marginally Food Secure,9,1,59,NA,4,9
F2F,Poor,1,6,Severely Food Insecure,Not adopting coping strategies,FALSE,0.4416545629501343,Food Secure,Moderately Food Insecure,4,1,71,NA,1,2
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.5957170724868774,Marginally Food Secure,Moderately Food Insecure,7,1,63,NA,2,2
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.5417607426643372,Marginally Food Secure,Moderately Food Insecure,22,0,45,NA,2,1
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6866734623908997,Moderately Food Insecure,Moderately Food Insecure,6,1,45,NA,1,2
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6446453332901001,Marginally Food Secure,Moderately Food Insecure,15,1,19,NA,2,2
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.5398377180099487,Marginally Food Secure,Moderately Food Insecure,6,1,58,NA,2,3
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.9332049489021301,Severely Food Insecure,Moderately Food Insecure,6,1,65,0,4,3
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6548323631286621,Moderately Food Insecure,Moderately Food Insecure,11,1,58,NA,2,2
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.5884289741516113,Marginally Food Secure,Moderately Food Insecure,15,1,75,NA,3,2
F2F,Borderline,2,6,Severely Food Insecure,Emergencies coping strategies,FALSE,0.725806474685669,Moderately Food Insecure,Moderately Food Insecure,10,0,59,NA,2,3
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.49017903208732605,Food Secure,Moderately Food Insecure,7,1,46,NA,3,4
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6527720093727112,Moderately Food Insecure,Moderately Food Insecure,3,1,50,NA,2,3
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.37444281578063965,Food Secure,Moderately Food Insecure,2,1,61,NA,3,4
F2F,Acceptable,3,7,Marginally Food Secure,Stress coping strategies,FALSE,0.4646773040294647,Food Secure,Marginally Food Secure,17,1,46,1,4,6
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.641231894493103,Marginally Food Secure,Moderately Food Insecure,5,0,65,NA,NA,1
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.7624344229698181,Severely Food Insecure,Moderately Food Insecure,2,1,49,NA,1,2
F2F,Acceptable,3,7,Food Secure,Not adopting coping strategies,FALSE,0.8806523084640503,Severely Food Insecure,Food Secure,13,1,32,NA,2,2
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.5625,Marginally Food Secure,Moderately Food Insecure,4,1,80,NA,NA,5
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.8197648525238037,Severely Food Insecure,Moderately Food Insecure,5,1,55,NA,2,3
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.724054753780365,Moderately Food Insecure,Moderately Food Insecure,10,1,75,NA,2,2
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.6871508359909058,Moderately Food Insecure,Moderately Food Insecure,12,0,30,NA,NA,1
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.489493191242218,Food Secure,Moderately Food Insecure,6,0,48,NA,NA,2
F2F,Acceptable,3,7,Food Secure,Stress coping strategies,FALSE,0.7822416424751282,Severely Food Insecure,Food Secure,9,1,36,NA,2,2
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.4799349308013916,Food Secure,Moderately Food Insecure,13,1,76,NA,1,1
F2F,Acceptable,3,7,Food Secure,Stress coping strategies,FALSE,0.8139932155609131,Severely Food Insecure,Food Secure,11,1,66,NA,3,5
F2F,Borderline,2,7,Moderately Food Insecure,Stress coping strategies,FALSE,0.8258565068244934,Severely Food Insecure,Marginally Food Secure,4,1,45,NA,2,2
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.6813775300979614,Moderately Food Insecure,Moderately Food Insecure,5,1,57,NA,1,3
F2F,Acceptable,3,7,Food Secure,Not adopting coping strategies,FALSE,0.8778389096260071,Severely Food Insecure,Food Secure,8,1,66,NA,3,1
F2F,Acceptable,3,7,Moderately Food Insecure,Stress coping strategies,FALSE,0.5302782654762268,Marginally Food Secure,Marginally Food Secure,10,1,53,1,3,2
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.5714285969734192,Marginally Food Secure,Moderately Food Insecure,8,0,50,NA,NA,3
F2F,Borderline,2,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.9007505774497986,Severely Food Insecure,Severely Food Insecure,3,0,36,NA,1,1
F2F,Acceptable,3,7,Food Secure,Stress coping strategies,FALSE,0.7800240516662598,Severely Food Insecure,Food Secure,8,1,47,NA,3,6
F2F,Acceptable,3,7,Food Secure,Stress coping strategies,FALSE,0.8082886934280396,Severely Food Insecure,Food Secure,4,1,83,NA,3,1
F2F,Acceptable,3,7,Marginally Food Secure,Stress coping strategies,FALSE,0.8595426678657532,Severely Food Insecure,Marginally Food Secure,10,1,62,NA,4,4
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.8676307201385498,Severely Food Insecure,Moderately Food Insecure,9,1,41,NA,1,2
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6543051600456238,Moderately Food Insecure,Moderately Food Insecure,4,1,27,1,2,2
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.8117952942848206,Severely Food Insecure,Moderately Food Insecure,3,1,22,3,1,2
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.6822880506515503,Moderately Food Insecure,Moderately Food Insecure,10,1,52,1,2,2
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.7407407164573669,Moderately Food Insecure,Moderately Food Insecure,5,1,59,NA,NA,7
F2F,Acceptable,3,7,Food Secure,Stress coping strategies,FALSE,0.8341310024261475,Severely Food Insecure,Food Secure,10,1,46,NA,3,2
F2F,Acceptable,3,7,Food Secure,Stress coping strategies,FALSE,0.8674242496490479,Severely Food Insecure,Food Secure,12,0,65,NA,2,1
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.6103964447975159,Marginally Food Secure,Moderately Food Insecure,6,1,60,NA,2,1
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.9278350472450256,Severely Food Insecure,Moderately Food Insecure,5,0,70,NA,1,0
F2F,Borderline,2,7,Moderately Food Insecure,Stress coping strategies,FALSE,0.869316816329956,Severely Food Insecure,Marginally Food Secure,4,0,51,NA,1,1
F2F,Acceptable,3,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.571786105632782,Marginally Food Secure,Marginally Food Secure,7,1,33,1,3,2
F2F,Acceptable,3,7,Food Secure,Stress coping strategies,FALSE,0.7853042483329773,Severely Food Insecure,Marginally Food Secure,10,1,75,NA,2,1
F2F,Acceptable,3,7,Food Secure,Stress coping strategies,FALSE,0.7149321436882019,Moderately Food Insecure,Food Secure,5,1,80,NA,3,1
F2F,Acceptable,3,7,Moderately Food Insecure,Stress coping strategies,FALSE,0.7295106649398804,Moderately Food Insecure,Marginally Food Secure,8,1,40,NA,3,5
F2F,Borderline,2,7,Severely Food Insecure,Crisis coping strategies,FALSE,0.6774594783782959,Moderately Food Insecure,Moderately Food Insecure,4,1,51,NA,NA,3
F2F,Acceptable,3,7,Food Secure,Not adopting coping strategies,FALSE,0.5552589297294617,Marginally Food Secure,Food Secure,6,1,32,NA,4,2
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.9817299246788025,Severely Food Insecure,Moderately Food Insecure,6,1,45,NA,NA,7
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.6479918956756592,Marginally Food Secure,Moderately Food Insecure,3,1,43,0,3,5
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.8029342293739319,Severely Food Insecure,Moderately Food Insecure,4,1,60,NA,2,3
